"region","c_price","discount_rate","allow_eor","early_adoption","plant_mw_th","technology","npv_min","npv_max","npv_mean","mean_co2_transport_distance_km","mean_biomass_transport_distance_km","mean_capital_cost_mg","mean_om_cost_mg","mean_biomass_cost_mg","mean_co2_transport_cost_mg","mean_net_cdr","mean_carbon_removal_revenue_mg","mean_electricity_production_mwh","mean_electricity_revenue_mg","mean_agronomic_revenue_mg","mean_lcoe_usd_mwh","mean_cost_of_co2_avoided","mean_abatement_efficiency","mean_total_capex_m"
"India",100,0.02,FALSE,FALSE,250,"BES",-17.3432399963224,91.9645991580311,65.265754283032,NA,124.063848103915,26.2012980234781,1.25766230512695,73.5865343473527,0,0.845868138062848,84.5868138062846,1.472501178,56.5772930847722,NA,68.6216732357392,91.6403912998069,0,211.424031218349
"US",150,0.02,FALSE,FALSE,250,"BES",-99.930249828357,77.4105771098802,-13.7566461880784,NA,252.959922917359,26.2012980234781,1.25766230512695,138.003988437604,0,0.514594434199082,77.1891651298621,1.472501178,77.9900842776848,NA,112.36863592255,372.067025202382,0,211.424031218349
"China",150,0.02,FALSE,FALSE,250,"BES",-24.1412038815605,78.6160527590289,40.8639110744756,NA,144.019737252917,26.2012980234781,1.25766230512695,61.602960587937,0,0.555728510337068,83.3592765505616,1.472501178,47.3548831616118,NA,60.4834293154923,157.105617655927,0,211.424031218349
"Europe",150,0.02,FALSE,FALSE,250,"BES",-115.326010475809,190.685363282825,0.687539733670642,NA,146.372892547443,26.2012980234781,1.25766230512695,86.9719338821258,0,0.150069889939539,22.510483490931,1.472501178,89.2450883351634,NA,77.7119203165217,Inf,0,211.424031218349
"India",150,0.02,FALSE,FALSE,250,"BES",23.2155699252701,134.376309787822,107.559161186175,NA,124.063848103915,26.2012980234781,1.25766230512695,73.5865343473527,0,0.845868138062848,126.880220709427,1.472501178,56.5772930847722,NA,68.6216732357392,91.6403912998069,0,211.424031218349
"US",200,0.02,FALSE,FALSE,250,"BES",-89.3797467062955,130.684558179743,11.8819007600997,NA,252.959922917359,26.2012980234781,1.25766230512695,138.003988437604,0,0.514594434199082,102.918886839816,1.472501178,77.9900842776848,NA,112.36863592255,372.067025202382,0,211.424031218349
"China",200,0.02,FALSE,FALSE,250,"BES",2.13123565541338,106.967135608457,68.6503365913298,NA,144.019737252917,26.2012980234781,1.25766230512695,61.602960587937,0,0.555728510337068,111.145702067413,1.472501178,47.3548831616118,NA,60.4834293154923,157.105617655927,0,211.424031218349
"Europe",200,0.02,FALSE,FALSE,250,"BES",-116.031536896348,256.711768438305,8.19103423064783,NA,146.372892547443,26.2012980234781,1.25766230512695,86.9719338821258,0,0.150069889939539,30.0139779879082,1.472501178,89.2450883351634,NA,77.7119203165217,Inf,0,211.424031218349
"India",200,0.02,FALSE,FALSE,250,"BES",63.7743798468626,176.788020417613,149.852568089317,NA,124.063848103915,26.2012980234781,1.25766230512695,73.5865343473527,0,0.845868138062848,169.173627612569,1.472501178,56.5772930847722,NA,68.6216732357392,91.6403912998069,0,211.424031218349
"US",0,0.08,FALSE,FALSE,250,"BES",-158.750194484793,-59.5108143467591,-117.840722322865,NA,252.959922917359,52.1253774989087,2.50201811994762,138.003988437604,0,0.514594434199082,0,1.472501178,77.9900842776848,NA,130.819171444126,433.954366582087,0,211.424031218349
"China",0,0.08,FALSE,FALSE,250,"BES",-130.126957782733,-33.6056310795066,-69.6638007663356,NA,144.019737252917,52.1253774989087,2.50201811994762,61.602960587937,0,0.555728510337068,0,1.472501178,47.3548831616118,NA,78.9339648370693,206.010527637877,0,211.424031218349
"Europe",0,0.08,FALSE,FALSE,250,"BES",-140.377866504442,4.37672502054652,-48.9913790475124,NA,146.372892547443,52.1253774989087,2.50201811994762,86.9719338821258,0,0.150069889939539,0,1.472501178,89.2450883351634,NA,96.1624558380979,Inf,0,211.424031218349
"India",0,0.08,FALSE,FALSE,250,"BES",-125.629295129759,-20.0272573918022,-46.4894948135045,NA,124.063848103915,52.1253774989087,2.50201811994762,73.5865343473527,0,0.845868138062848,0,1.472501178,56.5772930847722,NA,87.0722087573141,123.759671340061,0,211.424031218349
"US",50,0.08,FALSE,FALSE,250,"BES",-148.199691362731,-35.0878695966587,-92.2021753746857,NA,252.959922917359,52.1253774989087,2.50201811994762,138.003988437604,0,0.514594434199082,25.7297217099541,1.472501178,77.9900842776848,NA,130.819171444126,433.954366582087,0,211.424031218349
"China",50,0.08,FALSE,FALSE,250,"BES",-103.854518245759,-5.2545482300785,-41.8773752494827,NA,144.019737252917,52.1253774989087,2.50201811994762,61.602960587937,0,0.555728510337068,27.7864255168531,1.472501178,47.3548831616118,NA,78.9339648370693,206.010527637877,0,211.424031218349
