"region","c_price","discount_rate","allow_eor","early_adoption","plant_mw_th","technology","npv_min","npv_max","npv_mean","mean_co2_transport_distance_km","mean_biomass_transport_distance_km","mean_capital_cost_mg","mean_om_cost_mg","mean_biomass_cost_mg","mean_co2_transport_cost_mg","mean_net_cdr","mean_carbon_removal_revenue_mg","mean_electricity_production_mwh","mean_electricity_revenue_mg","mean_agronomic_revenue_mg","mean_lcoe_usd_mwh","mean_cost_of_co2_avoided","mean_abatement_efficiency","mean_total_capex_m"
"China",0,0.08,TRUE,TRUE,50,"BES",-164.043683334552,-65.638782082434,-98.4333496057345,NA,117.182354530696,84.4773368987069,4.05491217113793,57.577353179606,0,0.559406635028888,0,1.472501178,47.3548831616118,NA,99.2254569520268,255.323205393049,0,68.5291501786788
"Europe",0,0.08,TRUE,TRUE,50,"BES",-174.316003494249,-18.9413484528531,-79.8125329166078,NA,105.932243283908,84.4773368987069,4.05491217113793,80.9058364925947,0,0.144817542365224,0,1.472501178,89.2450883351634,NA,115.068217325686,Inf,0,68.5291501786788
"India",0,0.08,TRUE,TRUE,50,"BES",-156.168250295835,-51.1872916379834,-72.991987672654,NA,98.6717286943114,84.4773368987069,4.05491217113793,66.1403158005203,0,0.84844261988734,0,1.472501178,56.5772930847722,NA,105.040707050874,154.596759724658,0,68.5291501786788
"US",50,0.08,TRUE,TRUE,50,"BES",-176.962714578095,-18.4729507265723,-112.096284024843,NA,199.98946647775,84.4773368987069,4.05491217113793,130.058419971662,0,0.481706157867164,24.0853078933582,1.472501178,77.9900842776848,NA,148.448552916206,529.91311124931,0,68.5291501786788
"China",50,0.08,TRUE,TRUE,50,"BES",-137.771639534272,-37.2645758494839,-70.4630178542906,NA,117.182354530696,84.4773368987069,4.05491217113793,57.577353179606,0,0.559406635028888,27.9703317514447,1.472501178,47.3548831616118,NA,99.2254569520268,255.323205393049,0,68.5291501786788
"Europe",50,0.08,TRUE,TRUE,50,"BES",-175.022639366082,2.58689653863217,-72.5716557983446,NA,105.932243283908,84.4773368987069,4.05491217113793,80.9058364925947,0,0.144817542365224,7.24087711826118,1.472501178,89.2450883351634,NA,115.068217325686,Inf,0,68.5291501786788
"India",50,0.08,TRUE,TRUE,50,"BES",-115.497243764745,-8.68408703469882,-30.5698566782864,NA,98.6717286943114,84.4773368987069,4.05491217113793,66.1403158005203,0,0.84844261988734,42.4221309943667,1.472501178,56.5772930847722,NA,105.040707050874,154.596759724658,0,68.5291501786788
"US",100,0.08,TRUE,TRUE,50,"BES",-169.364130191351,-3.96477429957304,-88.1151654467498,NA,199.98946647775,84.4773368987069,4.05491217113793,130.058419971662,0,0.481706157867164,48.1706157867164,1.472501178,77.9900842776848,NA,148.448552916206,529.91311124931,0,68.5291501786788
"China",100,0.08,TRUE,TRUE,50,"BES",-111.499595733993,-8.8903696165338,-42.4926861028464,NA,117.182354530696,84.4773368987069,4.05491217113793,57.577353179606,0,0.559406635028888,55.9406635028894,1.472501178,47.3548831616118,NA,99.2254569520268,255.323205393049,0,68.5291501786788
"Europe",100,0.08,TRUE,TRUE,50,"BES",-175.729275237915,68.7754833814671,-65.3307786800847,NA,105.932243283908,84.4773368987069,4.05491217113793,80.9058364925947,0,0.144817542365224,14.4817542365224,1.472501178,89.2450883351634,NA,115.068217325686,Inf,0,68.5291501786788
"India",100,0.08,TRUE,TRUE,50,"BES",-74.8262372336559,33.8191175685858,11.8522743160798,NA,98.6717286943114,84.4773368987069,4.05491217113793,66.1403158005203,0,0.84844261988734,84.8442619887334,1.472501178,56.5772930847722,NA,105.040707050874,154.596759724658,0,68.5291501786788
"US",150,0.08,TRUE,TRUE,50,"BES",-161.765545804607,31.2810807575564,-64.1340468686566,NA,199.98946647775,84.4773368987069,4.05491217113793,130.058419971662,0,0.481706157867164,72.2559236800747,1.472501178,77.9900842776848,NA,148.448552916206,529.91311124931,0,68.5291501786788
"China",150,0.08,TRUE,TRUE,50,"BES",-85.2275519337133,19.4838366164163,-14.522354351402,NA,117.182354530696,84.4773368987069,4.05491217113793,57.577353179606,0,0.559406635028888,83.910995254334,1.472501178,47.3548831616118,NA,99.2254569520268,255.323205393049,0,68.5291501786788
"Europe",150,0.08,TRUE,TRUE,50,"BES",-176.435911109749,134.964070224302,-58.0899015618228,NA,105.932243283908,84.4773368987069,4.05491217113793,80.9058364925947,0,0.144817542365224,21.7226313547835,1.472501178,89.2450883351634,NA,115.068217325686,Inf,0,68.5291501786788
"India",150,0.08,TRUE,TRUE,50,"BES",-34.1552307025664,76.3223221718704,54.2744053104466,NA,98.6717286943114,84.4773368987069,4.05491217113793,66.1403158005203,0,0.84844261988734,127.266392983101,1.472501178,56.5772930847722,NA,105.040707050874,154.596759724658,0,68.5291501786788
"US",200,0.08,TRUE,TRUE,50,"BES",-154.166961417864,85.0079040210228,-40.1529282905629,NA,199.98946647775,84.4773368987069,4.05491217113793,130.058419971662,0,0.481706157867164,96.3412315734329,1.472501178,77.9900842776848,NA,148.448552916206,529.91311124931,0,68.5291501786788
"China",200,0.08,TRUE,TRUE,50,"BES",-58.9555081334338,47.8580428493664,13.4479774000427,NA,117.182354530696,84.4773368987069,4.05491217113793,57.577353179606,0,0.559406635028888,111.881327005779,1.472501178,47.3548831616118,NA,99.2254569520268,255.323205393049,0,68.5291501786788
"Europe",200,0.08,TRUE,TRUE,50,"BES",-177.142546981582,201.152657067137,-50.8490244435626,NA,105.932243283908,84.4773368987069,4.05491217113793,80.9058364925947,0,0.144817542365224,28.9635084730447,1.472501178,89.2450883351634,NA,115.068217325686,Inf,0,68.5291501786788
"India",200,0.08,TRUE,TRUE,50,"BES",6.51577582852318,118.825526775155,96.6965363048128,NA,98.6717286943114,84.4773368987069,4.05491217113793,66.1403158005203,0,0.84844261988734,169.688523977467,1.472501178,56.5772930847722,NA,105.040707050874,154.596759724658,0,68.5291501786788
"US",0,0.15,TRUE,TRUE,50,"BES",-247.823136086815,-96.2429642755481,-199.339239724914,NA,199.98946647775,144.841685297539,6.95240089428189,130.058419971662,0,0.481706157867164,0,1.472501178,77.9900842776848,NA,191.410716931518,686.117278057091,0,68.5291501786788
"China",0,0.15,TRUE,TRUE,50,"BES",-227.305520456528,-128.900619204411,-161.69518672771,NA,117.182354530696,144.841685297539,6.95240089428189,57.577353179606,0,0.559406635028888,0,1.472501178,47.3548831616118,NA,142.18762096734,368.44336303647,0,68.5291501786788
"Europe",0,0.15,TRUE,TRUE,50,"BES",-237.577840616226,-82.2031855748296,-143.074370038581,NA,105.932243283908,144.841685297539,6.95240089428189,80.9058364925947,0,0.144817542365224,0,1.472501178,89.2450883351634,NA,158.030381340999,Inf,0,68.5291501786788
"India",0,0.15,TRUE,TRUE,50,"BES",-219.430087417812,-114.44912875996,-136.253824794629,NA,98.6717286943114,144.841685297539,6.95240089428189,66.1403158005203,0,0.84844261988734,0,1.472501178,56.5772930847722,NA,148.002871066186,229.159465789486,0,68.5291501786788
"US",50,0.15,TRUE,TRUE,50,"BES",-240.224551700071,-81.7347878485489,-175.35812114682,NA,199.98946647775,144.841685297539,6.95240089428189,130.058419971662,0,0.481706157867164,24.0853078933582,1.472501178,77.9900842776848,NA,191.410716931518,686.117278057091,0,68.5291501786788
