"region","c_price","discount_rate","allow_eor","early_adoption","plant_mw_th","technology","area_best_km2","area_viable_km2","biomass_processed_yr_mg","npv_min","npv_max","npv_mean","mean_co2_transport_distance_km","mean_biomass_transport_distance_km","mean_capital_cost_mg","mean_om_cost_mg","mean_biomass_cost_mg","mean_co2_transport_cost_mg","mean_net_cdr","mean_carbon_removal_revenue_mg","mean_electricity_production_mwh","mean_electricity_revenue_mg","mean_agronomic_revenue_mg","mean_lcoe_usd_mwh","mean_cost_of_co2_avoided","mean_abatement_efficiency","mean_total_capex_m"
"US",0,0.02,TRUE,TRUE,50,"BES",5512181.64640698,38575.1360108656,148914.169591735,-140.475145787571,11.0495767213946,-89.4011893089633,NA,141.661821039438,42.4633064836628,2.03823871121581,121.309273155916,0,0.490796471004637,0,1.472501178,76.4096290418336,NA,112.604879933613,400.016704428173,0,68.5291501786788
"US",0,0.02,TRUE,TRUE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,53.9483651702426,2.69741825851213,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"US",0,0.02,TRUE,TRUE,50,"BEBCS",22892.5196291482,NA,NA,-115.11258578605,-81.7839464036078,-95.3158319032209,NA,134.56282807735,73.2650919233,29.8761331729751,120.244424211602,0,0.942412447035558,0,0.75264329023612,34.0575047936323,94.0123126110245,171.891968446654,238.330991866297,1.6331062087809,116.279758519933
"China",0,0.02,TRUE,TRUE,50,"BES",5033860.70199904,NA,NA,-116.704495725455,-21.6080782074678,-42.3692191131918,NA,33.8963126669548,42.4633064836628,2.03823871121581,45.0844469000434,0,0.565358883288698,0,1.472501178,47.216772981748,NA,60.8393347546254,158.542600680731,0,68.5291501786788
"China",0,0.02,TRUE,TRUE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,53.9483651702426,2.69741825851213,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"China",0,0.02,TRUE,TRUE,50,"BEBCS",12710.0662415784,NA,NA,-74.7000897332176,-25.058710081983,-49.732363392622,NA,110.727532492654,73.2650919233,29.8761331729751,56.6091298738981,0,1.01621294042354,0,0.75264329023612,23.9442619622576,86.0737296152937,97.8904964817604,157.240878554339,1.6043841102584,116.279758519933
"Europe",0,0.02,TRUE,TRUE,50,"BES",4757393.26976032,459192.643333944,11840648.2626157,-130.285299619283,25.0893554221131,-28.7023076234373,NA,47.2981500024191,42.4633064836628,2.03823871121581,72.1107225003607,0,0.1662044862613,0,1.472501178,87.9099600718187,NA,79.1933272702908,Inf,0,68.5291501786788
"Europe",0,0.02,TRUE,TRUE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,53.9483651702426,2.69741825851213,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"Europe",0,0.02,TRUE,TRUE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,73.2650919233,29.8761331729751,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"India",0,0.02,TRUE,TRUE,50,"BES",2841243.48933042,NA,NA,-105.026461520966,-7.15658776301723,-27.8294982249609,NA,21.7753981585826,42.4633064836628,2.03823871121581,41.6261369376103,0,0.848703288132595,0,1.472501178,58.2981839075242,NA,58.4907390359245,101.489237896465,0,68.5291501786788
"India",0,0.02,TRUE,TRUE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,53.9483651702426,2.69741825851213,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"India",0,0.02,TRUE,TRUE,50,"BEBCS",68556.3586327883,NA,NA,-65.1530282585563,-15.3858586119737,-39.3987325459843,NA,61.1458716586328,73.2650919233,29.8761331729751,61.208009781053,0,1.04821842781964,0,0.75264329023612,29.4900208404,95.4604814909438,91.5290872582846,156.84212070185,2.0180673856332,116.279758519933
"US",50,0.02,TRUE,TRUE,50,"BES",4457264.92307685,145594.613985537,250774.197082127,-131.150056571048,25.5577531483939,-63.6785992218988,NA,141.765786507597,42.4633064836628,2.03823871121581,121.32486797614,0,0.491843788350275,24.5921894175136,1.472501178,77.5556245316079,NA,112.61547063497,405.218731828778,0,68.5291501786788
"US",50,0.02,TRUE,TRUE,50,"BECCS",349252.343010559,NA,NA,-102.123390670311,-15.3225947932259,-53.094609422264,118.920001013383,126.02805107096,53.9483651702426,2.69741825851213,118.964207660644,47.5033335490278,2.07054680426739,103.527340213369,1.3743344328,66.4913750027924,NA,162.342817958702,108.185269084696,1.30716338653244,87.0642426318861
"US",50,0.02,TRUE,TRUE,50,"BEBCS",728556.899948942,NA,NA,-109.322973252756,-37.1564406443252,-63.1693500061717,NA,148.657082150889,73.2650919233,29.8761331729751,122.358562322633,0,0.913954783461483,45.6977391730743,0.75264329023612,36.4432278551139,80.1894703845489,193.066647799082,248.070078507494,1.57355499922324,116.279758519933
"China",50,0.02,TRUE,TRUE,50,"BES",4392734.82427729,231355.477529833,17499076.066011,-87.6253971308637,6.76612802548229,-13.4323099597731,NA,33.3417676143156,42.4633064836628,2.03823871121581,45.0012651421473,0,0.565414337793958,28.270716889698,1.472501178,47.7997834875673,NA,60.7828446416542,158.378444245603,0,68.5291501786788
"China",50,0.02,TRUE,TRUE,50,"BECCS",219340.063304397,136459.424060092,14693913.1963829,-38.9836403491222,38.7400852002491,4.03290423377013,122.700755187531,20.2769696122183,53.9483651702426,2.69741825851213,43.0415454418328,48.2581914926767,2.11280424995715,105.640212497857,1.3743344328,46.3382120991764,NA,107.64884938657,70.024324373592,1.33384106689214,87.0642426318861
"China",50,0.02,TRUE,TRUE,50,"BEBCS",434495.880659298,58314.0143371954,4418013.69803184,-86.0922689079562,21.1981805518253,-16.8155641617964,NA,49.2125538509933,73.2650919233,29.8761331729751,47.3818830776491,0,0.994420909329372,49.7210454664687,0.75264329023612,20.382240481872,63.6042580637873,115.484787066751,151.486276356307,1.63808180068028,116.279758519933
"Europe",50,0.02,TRUE,TRUE,50,"BES",4592733.0661125,1275744.74775199,37917231.2944884,-130.991935491116,46.6176004135984,-20.6217923569148,NA,48.1370425614684,42.4633064836628,2.03823871121581,72.2365563842176,0,0.169851595597954,8.49257977989768,1.472501178,87.6237294423023,NA,79.2787831502162,Inf,0,68.5291501786788
"Europe",50,0.02,TRUE,TRUE,50,"BECCS",144358.685905688,85258.2391982765,3644951.11976256,-22.1871819885965,34.6670468894162,3.26155782766717,118.592163655339,20.6586575738206,53.9483651702426,2.69741825851213,68.1147986360731,47.437878186805,1.64382530670627,82.1912653353133,1.3743344328,93.2687527439873,NA,125.295893155208,104.810527764317,1.0377685017085,87.0642426318861
"Europe",50,0.02,TRUE,TRUE,50,"BEBCS",20301.517742037,NA,NA,-60.5419059941496,-40.1677226137547,-49.1334856792616,NA,48.3748705106489,73.2650919233,29.8761331729751,72.2722305765974,0,0.688387068942456,34.4193534471228,0.75264329023612,31.8198857058677,60.0407308406204,153.290046332649,254.833124603614,1.21946485337444,116.279758519933
"India",50,0.02,TRUE,TRUE,50,"BES",2607007.81028419,2532139.88779083,141107208.961486,-64.1184188265468,35.3466168402674,14.5577020737344,NA,22.0028123465547,42.4633064836628,2.03823871121581,41.6609455264323,0,0.8486805467138,42.4340273356899,1.472501178,58.286165459351,NA,58.5143781265695,101.533097419332,0,68.5291501786788
"India",50,0.02,TRUE,TRUE,50,"BECCS",139637.61917093,135866.384717106,7096120.92406791,-18.0265004992864,55.4494213112586,27.4274737598879,106.816796482882,25.3375068952689,53.9483651702426,2.69741825851213,43.8040743101524,45.0868315331268,2.37562168872903,118.781084436451,1.3743344328,54.1830785954713,NA,105.896123824479,61.264690161482,1.49976116712691,87.0642426318861
"India",50,0.02,TRUE,TRUE,50,"BEBCS",163154.418508043,145248.645737185,11223516.3406748,-23.5468147810574,37.0068517502536,17.934362052474,NA,31.7551490057068,73.2650919233,29.8761331729751,47.4625336000165,0,1.0567418316254,52.8370915812698,0.75264329023612,29.8667458823643,85.834283285132,86.0560058814052,142.601739874077,2.01289605256022,116.279758519933
"US",100,0.02,TRUE,TRUE,50,"BES",1082265.88026774,220917.890464124,270858.071150226,-123.493989792947,40.0659295753932,-35.8663613781001,NA,196.364748683966,42.4633064836628,2.03823871121581,129.514712302595,0,0.387090159821952,38.7090159821952,1.472501178,99.4408801371801,NA,118.177329904638,522.031464536414,0,68.5291501786788
"US",100,0.02,TRUE,TRUE,50,"BECCS",3276943.12224879,1586576.60408584,6114308.94258771,-81.2230708377118,113.782009994243,0.758521014620517,436.912883741328,114.624341519968,53.9483651702426,2.69741825851213,117.253651227995,99.3684583279287,2.08740823994984,208.740823994983,1.3743344328,65.2855900043184,NA,198.836532406406,131.87092367306,1.31780823229157,87.0642426318861
"US",100,0.02,TRUE,TRUE,50,"BEBCS",1175865.16352002,60585.5821165366,38755.4256354541,-113.280792955663,36.8441246831143,-30.974281556599,NA,166.880922937157,73.2650919233,29.8761331729751,125.092138440573,0,0.918353431575707,91.8353431575707,0.75264329023612,37.2345942556952,68.1891445669836,212.64285624556,250.294383707147,1.54082979550823,116.279758519933
"China",100,0.02,TRUE,TRUE,50,"BES",980885.816167568,845185.580336929,48914129.254049,-61.1560778941829,35.1181396783543,11.1323510543225,NA,47.9842097993508,42.4633064836628,2.03823871121581,47.1976314699027,0,0.563950093575462,56.3950093575461,1.472501178,46.4365183615558,NA,62.2744334842094,162.812193168565,0,68.5291501786788
"China",100,0.02,TRUE,TRUE,50,"BECCS",1709716.41592788,1707056.95751465,107335834.272688,-13.3336795185405,144.44003330472,56.3361051899161,445.436835859144,26.1397690130215,53.9483651702426,2.69741825851213,43.9209653519531,99.7294206989734,2.11221797001705,211.221797001706,1.3743344328,45.4104776678911,NA,145.740486958192,94.8312940754225,1.33347094066734,87.0642426318861
"China",100,0.02,TRUE,TRUE,50,"BEBCS",2355968.53614558,2293670.20906786,97514568.3370881,-53.033184847675,67.4550711856336,25.9029875626703,NA,34.5702749130397,73.2650919233,29.8761331729751,45.1855412369559,0,0.984271817308561,98.4271817308563,0.75264329023612,23.7032271039238,52.0993450611188,127.852626231376,150.83052201661,1.65207061859279,116.279758519933
"Europe",100,0.02,TRUE,TRUE,50,"BES",2866343.59226968,1785191.34587513,45424621.8705314,-130.507294019199,112.806187256433,-1.95960601865284,NA,48.4996431141883,42.4633064836628,2.03823871121581,72.2909464671263,0,0.227365371556694,22.7365371556695,1.472501178,92.0963484876782,NA,79.3157203586342,Inf,0,68.5291501786788
"Europe",100,0.02,TRUE,TRUE,50,"BECCS",1282872.8883375,954124.621043912,34400398.1215176,-76.3771908763724,116.311989124838,24.5857819654801,455.826993264758,27.5281961111904,53.9483651702426,2.69741825851213,69.1452294166791,101.705156488486,1.66336203236523,166.336203236522,1.3743344328,85.7457480628825,NA,165.531885037931,136.921670809533,1.05010229315987,87.0642426318861
"Europe",100,0.02,TRUE,TRUE,50,"BEBCS",608176.789153122,12966.1195348158,50268.5622863042,-130.527940124553,74.7032044693687,-47.9570310929144,NA,83.8062579975909,73.2650919233,29.8761331729751,77.5869386996392,0,0.746441057049728,74.6441057049728,0.75264329023612,30.4646691038049,27.6623578942262,203.370983156799,242.82065163102,1.19720715945038,116.279758519933
"India",100,0.02,TRUE,TRUE,50,"BES",1063055.83994218,1060534.19037252,47443070.2230794,-23.2103761321272,77.849821443552,55.1431426157562,NA,25.4033628204146,42.4633064836628,2.03823871121581,42.6717895722123,0,0.848340491666407,84.8340491666408,1.472501178,57.4824282162029,NA,59.2008591025323,102.773682345071,0,68.5291501786788
"India",100,0.02,TRUE,TRUE,50,"BECCS",1628793.14636597,1628793.14636597,87938160.6725004,40.9184886570129,174.316239924251,89.4320123145182,470.984696589609,22.3738458122802,53.9483651702426,2.69741825851213,42.0311818844437,104.320157220103,2.37591805483732,237.591805483733,1.3743344328,54.8373293640929,NA,147.705767743682,85.4383953637035,1.49994826694276,87.0642426318861
"India",100,0.02,TRUE,TRUE,50,"BEBCS",217950.861654909,217950.861654909,24589525.5671056,41.966586627898,87.827488103525,67.7138344379958,NA,12.6716771522877,73.2650919233,29.8761331729751,39.9007515728432,0,1.06478099407112,106.478099407112,0.75264329023612,29.988948670708,74.2887630292942,91.3490022853382,134.341277291523,2.00474799478493,116.279758519933
"US",150,0.02,TRUE,TRUE,50,"BES",237940.570092993,169973.013039315,258200.421985241,-102.234025744644,54.5741060023925,6.81731204207517,NA,200.236107991944,42.4633064836628,2.03823871121581,130.095416198792,0,0.294111705780708,44.1167558671061,1.472501178,137.297517568639,NA,118.571695562793,611.462338906818,0,68.5291501786788
"US",150,0.02,TRUE,TRUE,50,"BECCS",4674998.85885835,4579307.89932097,15118690.3796631,-67.3805739161004,242.886614781712,88.1778882152609,614.476187575274,128.743162337021,53.9483651702426,2.69741825851213,119.371474350553,114.640224597888,2.07163552262544,310.745328393817,1.3743344328,68.09004219864,NA,211.489631228278,141.342374306882,1.30785070872818,87.0642426318861
"US",150,0.02,TRUE,TRUE,50,"BEBCS",622134.737084936,257719.451292093,200196.374921216,-101.510358997986,81.7573759333258,-11.3449665285472,NA,214.242197247249,73.2650919233,29.8761331729751,132.196329587087,0,0.867138594054892,130.070789108234,0.75264329023612,40.1874184457038,53.7343806008774,241.287176061202,272.67883452439,1.42399270447773,116.279758519933
"China",150,0.02,TRUE,TRUE,50,"BES",138877.007592476,138679.186503108,12084714.3115988,-6.33502084927444,55.4262692167509,37.0090097501652,NA,32.1866865758175,42.4633064836628,2.03823871121581,44.8280029863726,0,0.565529845897813,84.8294768846719,1.472501178,41.5090810467454,NA,60.6651794347503,158.112177336576,0,68.5291501786788
"China",150,0.02,TRUE,TRUE,50,"BECCS",3051140.99695013,3051140.99695013,179223982.518629,16.5157953813912,250.139981409191,138.308001724325,675.071246535112,29.1730023415919,53.9483651702426,2.69741825851213,44.3759503512388,122.661363280843,2.11191464668419,316.787197002631,1.3743344328,45.2039017825201,NA,162.757398579557,105.921258078879,1.33327944866427,87.0642426318861
"China",150,0.02,TRUE,TRUE,50,"BEBCS",1856552.76369839,1846378.17830841,63007890.9899649,-25.7287958956871,113.711961819442,67.8019640514754,NA,43.3735453988556,73.2650919233,29.8761331729751,46.5060318098282,0,0.983855071263518,147.578260689527,0.75264329023612,23.1943884258981,46.6765718421518,136.812068080283,152.177131773557,1.65106647547567,116.279758519933
"Europe",150,0.02,TRUE,TRUE,50,"BES",615656.237426334,601743.791546512,13706056.5330693,-125.420668813152,177.875092429079,47.1715093245838,NA,44.7319210966901,42.4633064836628,2.03823871121581,71.7257881645039,0,0.410735060501867,61.6102590752801,1.472501178,101.788583608677,NA,78.9319119711985,Inf,0,68.5291501786788
"Europe",150,0.02,TRUE,TRUE,50,"BECCS",2980987.29638598,2885315.43888385,80823947.1010831,-94.6907423540214,244.157799217012,75.5951020158968,947.40961783758,34.2537102812511,53.9483651702426,2.69741825851213,70.154056542185,143.41873415656,1.73055258203891,259.582887305834,1.3743344328,86.230788837574,NA,196.617771976339,156.229317987744,1.09252056946902,87.0642426318861
"Europe",150,0.02,TRUE,TRUE,50,"BEBCS",1160749.7359479,580566.995050381,8012391.98834385,-94.3628599131944,130.814255828602,-10.0806452693308,NA,83.3624132230834,73.2650919233,29.8761331729751,77.5203619834626,0,0.758088654496553,113.713298174483,0.75264329023612,35.2618672792523,21.6057763566772,211.329606981765,239.396680872969,1.21216045556952,116.279758519933
"India",150,0.02,TRUE,TRUE,50,"BES",100604.339237408,100604.339237408,618684.881180975,17.6976665622924,105.862775218542,83.319547863985,NA,58.5977537671725,42.4633064836628,2.03823871121581,54.9563297317425,0,0.845021052571734,126.75315788576,1.472501178,56.0242649048458,NA,67.5434943024685,117.772795314013,0,68.5291501786788
"India",150,0.02,TRUE,TRUE,50,"BECCS",2793491.06451611,2793491.06451611,159016273.182944,75.9769095400477,293.183058537244,187.488626389341,641.373134751979,21.2449620575204,53.9483651702426,2.69741825851213,41.5832160951427,125.177939623125,2.37603094321282,356.404641481919,1.3743344328,54.4909240544443,NA,162.556459195935,94.0244252006791,1.50001953485657,87.0642426318861
"India",150,0.02,TRUE,TRUE,50,"BEBCS",15704.4442096688,15704.4442096688,350185.497366832,57.4163628274004,110.299840037632,95.149326534938,NA,42.7932905058489,73.2650919233,29.8761331729751,46.7126105971539,0,1.10457414047761,165.686121071642,0.75264329023612,28.6004450289725,50.7165961277528,131.718758210911,135.686542327046,1.92786705798943,116.279758519933
"US",200,0.02,TRUE,TRUE,50,"BES",53713.2210000209,51650.4726386646,127429.547018878,-94.1657196553244,69.0822824293917,45.7188497332799,NA,153.231720657349,42.4633064836628,2.03823871121581,123.044758098602,0,0.276646522484042,55.3293044968083,1.472501178,157.935848529953,NA,113.783476574904,610.721196815023,0,68.5291501786788
"US",200,0.02,TRUE,TRUE,50,"BECCS",5029047.54932043,5022228.72515222,15423528.3637014,-34.5557085655308,371.991219569181,184.447719299796,696.413604082446,134.51870985185,53.9483651702426,2.69741825851213,120.237806477778,120.805632163766,2.06313965100181,412.627930200359,1.3743344328,69.5090111697309,NA,216.606100353465,145.572899551249,1.30248715341023,87.0642426318861
"US",200,0.02,TRUE,TRUE,50,"BEBCS",452313.395715772,288525.667432328,239235.138137164,-60.8677616555639,126.670627183537,17.4925044319978,NA,214.652096267724,73.2650919233,29.8761331729751,132.257814440159,0,0.852718775196847,170.543755039369,0.75264329023612,44.5243433459939,37.8234455830681,262.508942172835,276.722929700807,1.3657762639725,116.279758519933
"China",200,0.02,TRUE,TRUE,50,"BES",4576.69250496513,4576.69250496513,285588.613549992,53.8897790899167,77.1237679309735,66.1347974663049,NA,38.7482620750155,42.4633064836628,2.03823871121581,45.8122393112523,0,0.564873688347893,112.974737669579,1.472501178,43.4738443028571,NA,61.3335906656442,159.941395684249,0,68.5291501786788
"China",200,0.02,TRUE,TRUE,50,"BECCS",3634821.65137282,3634821.65137282,208517119.730121,79.7237134436099,355.839929513662,231.186040419129,814.579772504624,28.9421953630702,53.9483651702426,2.69741825851213,44.3413293044606,135.798847267141,2.11193772738207,422.387545476414,1.3743344328,45.5844549430636,NA,172.291368351982,112.123179504946,1.33329401981191,87.0642426318861
"China",200,0.02,TRUE,TRUE,50,"BEBCS",1407172.42436332,1407172.42436332,45517191.6048319,27.0461847142924,165.248568415843,109.144001508836,NA,48.8625790897585,73.2650919233,29.8761331729751,47.3293868634639,0,0.989217420272406,197.843484054482,0.75264329023612,21.7462739993246,40.0248554147696,146.74382669421,152.141517617508,1.64377835066703,116.279758519933
"Europe",200,0.02,TRUE,TRUE,50,"BES",149152.711993652,148611.599153453,2095619.92966895,-125.915652005541,168.456122117616,151.248433835946,NA,47.5521872454104,42.4633064836628,2.03823871121581,72.1488280868113,0,0.868303508134389,173.660701626878,1.472501178,94.2381054907565,NA,79.2192054067682,Inf,0,68.5291501786788
"Europe",200,0.02,TRUE,TRUE,50,"BECCS",3683770.52419883,3658632.30022533,96542283.8655308,-103.16277006939,385.109092605975,145.231095756705,1162.36442002876,38.0725542568314,53.9483651702426,2.69741825851213,70.7268831385216,159.48569684774,1.73328791603615,346.657583207234,1.3743344328,85.4318759645108,NA,208.725297546819,165.774553329082,1.09424742174,87.0642426318861
"Europe",200,0.02,TRUE,TRUE,50,"BEBCS",924470.033567655,793530.616769988,8907786.43067021,-57.170594626757,186.925307187835,33.5840968417688,NA,86.4684710065143,73.2650919233,29.8761331729751,77.9862706509775,0,0.765389223626977,153.077844725396,0.75264329023612,36.620074347014,25.0136735166155,207.420732046467,238.930474440387,1.23992392853158,116.279758519933
"India",200,0.02,TRUE,TRUE,50,"BES",30975.7234057056,30975.7234057056,52967.7272198159,58.6057092567121,138.277459668699,107.396081120365,NA,89.3554903147972,42.4633064836628,2.03823871121581,72.4464742321511,0,0.841945278916971,168.389055783394,1.472501178,55.9550447639998,NA,79.4213418463082,138.992337024742,0,68.5291501786788
"India",200,0.02,TRUE,TRUE,50,"BECCS",2824173.10048985,2824173.10048985,159549517.58311,114.770754322102,412.049877150237,304.836314280003,661.745224950738,21.4235057448445,53.9483651702426,2.69741825851213,41.6150325289305,126.572581807743,2.37601308884408,475.202617768814,1.3743344328,54.4670942766205,NA,163.59438605301,94.6258997493089,1.50000826315914,87.0642426318861
"India",200,0.02,TRUE,TRUE,50,"BEBCS",54651.0240676642,54651.0240676642,382658.251162135,76.2216443402261,160.522438662584,141.114698432208,NA,48.227729611519,73.2650919233,29.8761331729751,48.3655203884735,0,1.15700683986955,231.40136797391,0.75264329023612,28.6241970854694,32.595878857577,157.991000743349,131.032473600677,1.8499805955627,116.279758519933
"US",0,0.08,TRUE,TRUE,50,"BES",5535074.16603613,NA,NA,-184.505849662537,-32.9811271535716,-133.46606074388,NA,141.633983766541,84.4773368987069,4.05491217113793,121.305097564982,0,0.490953871124919,0,1.472501178,76.371285890949,NA,142.504026326032,505.544428822378,0,68.5291501786788
"US",0,0.08,TRUE,TRUE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,107.325938487019,5.36629692435097,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"US",0,0.08,TRUE,TRUE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"China",0,0.08,TRUE,TRUE,50,"BES",5046570.76824062,NA,NA,-160.735199600421,-65.638782082434,-86.4278967302967,NA,34.0769839291993,84.4773368987069,4.05491217113793,45.1115475893802,0,0.565340816162475,0,1.472501178,47.2158999289452,NA,90.759721388301,236.484191171415,0,68.5291501786788
"China",0,0.08,TRUE,TRUE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,107.325938487019,5.36629692435097,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"China",0,0.08,TRUE,TRUE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"Europe",0,0.08,TRUE,TRUE,50,"BES",4757393.26976032,NA,NA,-174.316003494249,-18.9413484528531,-72.7330114984014,NA,47.2981500024191,84.4773368987069,4.05491217113793,72.1107225003607,0,0.1662044862613,0,1.472501178,87.9099600718187,NA,109.095309375847,Inf,0,68.5291501786788
"Europe",0,0.08,TRUE,TRUE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,107.325938487019,5.36629692435097,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"Europe",0,0.08,TRUE,TRUE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"India",0,0.08,TRUE,TRUE,50,"BES",2909799.84796316,NA,NA,-149.057165395933,-51.1872916379834,-72.348628396418,NA,22.7280831000404,84.4773368987069,4.05491217113793,42.0999782131913,0,0.848608019638451,0,1.472501178,58.283598886615,NA,88.714514619584,153.948571344772,0,68.5291501786788
"India",0,0.08,TRUE,TRUE,50,"BECCS",NA,NA,NA,NA,NA,NA,NA,NA,107.325938487019,5.36629692435097,NA,NA,NA,NA,1.3743344328,NA,NA,NA,NA,NA,87.0642426318861
"India",0,0.08,TRUE,TRUE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"US",50,0.08,TRUE,TRUE,50,"BES",5454613.61388908,NA,NA,-175.180760446015,-18.4729507265723,-108.879727701835,NA,141.736747466328,84.4773368987069,4.05491217113793,121.32051211995,0,0.490647820440492,24.5323910220244,1.472501178,76.4406424659376,NA,142.514494606261,506.452161287969,0,68.5291501786788
"US",50,0.08,TRUE,TRUE,50,"BECCS",80460.5521470354,NA,NA,-131.447521870677,-73.7093016878862,-103.593129351284,55.2624441964286,134.623542037237,107.325938487019,5.36629692435097,120.253531305585,40.5518547686688,2.06081270990346,103.040635495173,1.3743344328,66.8638566391683,NA,199.003688591586,133.161711159755,1.30101812493905,87.0642426318861
"US",50,0.08,TRUE,TRUE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"China",50,0.08,TRUE,TRUE,50,"BES",4995916.33161086,NA,NA,-134.352873009004,-37.2645758494839,-58.1956922565523,NA,34.214895325338,84.4773368987069,4.05491217113793,45.1322342988008,0,0.565327025022861,28.2663512511429,1.472501178,47.2024398609685,NA,90.7737700761593,236.527206215716,0,68.5291501786788
"China",50,0.08,TRUE,TRUE,50,"BECCS",50439.4746436496,NA,NA,-74.0021645475274,-18.0252355357403,-46.0151418032042,56.9945063350806,20.6974654573113,107.325938487019,5.36629692435097,43.1046198185967,41.0781531672552,2.11276220037264,105.638110018632,1.3743344328,45.2217565753865,NA,143.251164853753,93.1845942228357,1.33381452043727,87.0642426318861
"China",50,0.08,TRUE,TRUE,50,"BEBCS",214.961986088936,NA,NA,-81.9789602159319,-76.4448949959562,-79.2119276059441,NA,196.689170837402,131.537964686904,31.0390559743725,69.5033756256103,0,1.04237087842209,52.1185439211047,0.75264329023612,25.5898718680281,75.1600528918095,208.492316919277,222.645307267565,1.5527030120644,116.279758519933
"Europe",50,0.08,TRUE,TRUE,50,"BES",4726521.96052716,9849.3194155823,151882.638285697,-175.022639366082,2.58689653863217,-64.4965163149952,NA,47.4713858207583,84.4773368987069,4.05491217113793,72.1367078731113,0,0.16683685518429,8.34184275921449,1.472501178,87.8305978687627,NA,109.112956473954,Inf,0,68.5291501786788
"Europe",50,0.08,TRUE,TRUE,50,"BECCS",30871.3092331364,NA,NA,-65.6858852418636,-22.121554439321,-44.7817556577968,52.5168139482473,20.9240090773942,107.325938487019,5.36629692435097,68.1546013616092,39.7175770770768,1.64912851911152,82.4564259555759,1.3743344328,93.3262322366835,NA,160.488166916323,133.827262049386,1.04111648933808,87.0642426318861
"Europe",50,0.08,TRUE,TRUE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"India",50,0.08,TRUE,TRUE,50,"BES",2860851.58944095,NA,NA,-108.149122701513,-8.68408703469882,-29.7955997956347,NA,22.5444570603825,84.4773368987069,4.05491217113793,41.9861938051674,0,0.848626382242416,42.4313191121208,1.472501178,58.2915239672522,NA,88.6372417387716,153.810282358152,0,68.5291501786788
"India",50,0.08,TRUE,TRUE,50,"BECCS",48948.2585222374,NA,NA,-69.9176331808818,-1.38249830883234,-27.8967791947715,50.6272102533385,33.4860068001858,107.325938487019,5.36629692435097,48.7661568339814,39.1434086472031,2.37480683873854,118.740341936927,1.3743344328,53.9646797608568,NA,145.962871994598,84.4775589968394,1.49924674162786,87.0642426318861
"India",50,0.08,TRUE,TRUE,50,"BEBCS",NA,NA,NA,NA,NA,NA,NA,NA,131.537964686904,31.0390559743725,NA,0,NA,NA,0.75264329023612,NA,NA,NA,NA,NA,116.279758519933
"US",100,0.08,TRUE,TRUE,50,"BES",2443989.60908711,NA,NA,-167.524693667914,-3.96477429957304,-85.477832139227,NA,171.080315116939,84.4773368987069,4.05491217113793,125.722047267541,0,0.434338306225904,43.4338306225903,1.472501178,85.3426335755672,NA,145.503650209905,571.46976334691,0,68.5291501786788
